asset_id,model,serial_number,year_manufactured,funding,date_received,warranty_expiry,contract_expiry,warranty_notes,service_agent,department_name,location,type,price
P-CC204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC206,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC209,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC210,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female Surgical Ward 1 Female Medical Ward",Biomedical,NULL
P-CC213,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC214,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC216,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC219,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC220,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC221,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Female General Ward 1 Female Medical Ward",Biomedical,NULL
P-CC223,ES-107P2,90120522,NULL,AMS,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Antenatal 1 Maternity",Biomedical,NULL
P-CC224,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Antenatal 1 Maternity",Biomedical,NULL
P-CC225,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Antenatal 1 Maternity",Biomedical,NULL
P-CC226,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Antenatal 1 Maternity",Biomedical,NULL
P-CC227,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Antenatal 1 Maternity",Biomedical,NULL
P-CC228,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Antenatal 1 Maternity",Biomedical,NULL
P-CC229,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Antenatal 1 Maternity",Biomedical,NULL
P-CC230,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Antenatal 1 Maternity",Biomedical,NULL
P-CC231,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Antenatal 1 Maternity",Biomedical,NULL
P-CC232,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Antenatal 1 Maternity",Biomedical,NULL
P-CC233,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Antenatal 1 Maternity",Biomedical,NULL
P-CC234,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Antenatal 1 Maternity",Biomedical,NULL
P-CC235,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Postnatal 1 Maternity",Biomedical,NULL
P-CC236,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Postnatal 1 Maternity",Biomedical,NULL
P-CC237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Postnatal 1 Maternity",Biomedical,NULL
P-CC238,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Postnatal 1 Maternity",Biomedical,NULL
P-CC239,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Postnatal 1 Maternity",Biomedical,NULL
P-CC240,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Postnatal 1 Maternity",Biomedical,NULL
P-CC241,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Postnatal 1 Maternity",Biomedical,NULL
P-CC242,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Postnatal 1 Maternity",Biomedical,NULL
P-CC243,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Postnatal 1 Maternity",Biomedical,NULL
P-CC244,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Postnatal 1 Maternity",Biomedical,NULL
P-CC245,CE,KY151499,NULL,IDC,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Antenatal 1 Maternity",Biomedical,NULL
P-CC246,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Physiotherapy 1 Physiotherapy",Biomedical,NULL
P-CC247,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC248,NULL,NULL,NULL,Ivo,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC251,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC252,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC253,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC255,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC257,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC258,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC259,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC260,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC261,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC262,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC263,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC264,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC265,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC266,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC267,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC268,NULL,A3-214535,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC269,YP-90A,06070104016,2007,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC270,NULL,030045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC271,NULL,FBW7GA0588,NULL,UNFPA,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC272,3341321008,5.3341E+12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Cot Ward Icu 1 General Cot Ward",Biomedical,NULL
P-CC273,475874,ceo459,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Psychiatric Ward 1 Psychiatric Ward",Biomedical,NULL
P-CC275,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Psychiatric Ward 1 Psychiatric Ward",Biomedical,NULL
P-CC276,6065,2543,2006,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Chief Governmental Chemical Department 1 Administrative Block",Biomedical,NULL
P-CC277,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Psychiatric Ward 1 Psychiatric Ward",Biomedical,NULL
P-CC278,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Psychiatric Ward 1 Psychiatric Ward",Biomedical,NULL
P-CC279,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Psychiatric Ward 1 Psychiatric Ward",Biomedical,NULL
P-CC280,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Psychiatric Ward 1 Psychiatric Ward",Biomedical,NULL
P-CC281,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC282,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","TB Ward 1 TB Ward",Biomedical,NULL
P-CC283,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","TB Ward 1 TB Ward",Biomedical,NULL
P-CC284,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","TB Ward 1 TB Ward",Biomedical,NULL
P-CC285,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","TB Ward 1 TB Ward",Biomedical,NULL
P-CC286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","TB Ward 1 TB Ward",Biomedical,NULL
P-CC287,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","TB Ward 1 TB Ward",Biomedical,NULL
P-CC288,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","TB Ward 1 TB Ward",Biomedical,NULL
P-CC289,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","TB Ward 1 TB Ward",Biomedical,NULL
P-CC290,7R-180DF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","TB Ward 1 TB Ward",Biomedical,NULL
P-CC291,NULL,3786,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Chief Governmental Chemical Department 1 Administrative Block",Biomedical,NULL
P-CC292,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Chief Governmental Chemical Department 1 Administrative Block",Biomedical,NULL
P-CC293,"thermo boy",b15031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Chief Governmental Chemical Department 1 Administrative Block",Biomedical,NULL
P-CC294,ARF-175D,000429,NULL,Government,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Chief Governmental Chemical Department 1 Administrative Block",Biomedical,NULL
P-CC295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Chief Governmental Chemical Department 1 Administrative Block",Biomedical,NULL
P-CC296,6506,2544,NULL,ADB,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Chief Governmental Chemical Department 1 Administrative Block",Biomedical,NULL
P-CC297,NULL,125-637,NULL,ADB,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Chief Governmental Chemical Department 1 Administrative Block",Biomedical,NULL
P-CC298,"CP 2245",114-02000687,2005,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Chief Governmental Chemical Department 1 Administrative Block",Biomedical,NULL
P-CC299,NULL,12738,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Main Store 1 Main Store",Biomedical,NULL
P-CC300,omega,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Main Store 1 Main Store",Biomedical,NULL
P-CC301,gallois,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Main Store 1 Main Store",Biomedical,NULL
P-CC302,gallois,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Main Store 1 Main Store",Biomedical,NULL
P-CC303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Main Store 1 Main Store",Biomedical,NULL
P-CC304,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Main Store 1 Main Store",Biomedical,NULL
P-CC305,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Main Store 1 Main Store",Biomedical,NULL
P-CC306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Main Store 1 Main Store",Biomedical,NULL
P-CC307,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Main Store 1 Main Store",Biomedical,NULL
P-CC308,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Main Store 1 Main Store",Biomedical,NULL
P-CC309,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Main Store 1 Main Store",Biomedical,NULL
P-CC310,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Main Store 1 Main Store",Biomedical,NULL
P-CC311,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Main Store 1 Main Store",Biomedical,NULL
P-CC312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Main Store 1 Main Store",Biomedical,NULL
P-CC313,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Main Store 1 Main Store",Biomedical,NULL
P-CC314,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Main Store 1 Main Store",Biomedical,NULL
P-CC315,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Main Store 1 Main Store",Biomedical,NULL
P-CC316,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC317,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-CC318,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","Chief Governmental Chemical Department 1 Administrative Block",Biomedical,NULL
P-CC319,"XHZ 090",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chake Chake General Dept","General Cot Ward 1 General Cot Ward",Biomedical,NULL
P-PHL001,ULT2090/5/V31,523M/583515/TM,NULL,NULL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Media preparation 1 PHL",Biomedical,NULL
P-PHL002,ULT2090/5/V31,523M/583516/TM,NULL,NULL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Media preparation 1 PHL",Biomedical,NULL
P-PHL003,CF60,1132041367,NULL,NULL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Media preparation 1 PHL",Biomedical,NULL
P-PHL004,FR/142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Media preparation 1 PHL",Biomedical,NULL
P-PHL005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Media preparation 1 PHL",Biomedical,NULL
P-PHL006,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Media preparation 1 PHL",Biomedical,NULL
P-PHL007,WRTD20V4AWO,BA21203077,NULL,NULL,2003-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL008,"Microfuge 22R",MHD07A026,NULL,PHL,2008-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL009,Z400,48020020,NULL,NULL,2003-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL010,"Labofuge 400",40198069,NULL,PHL,2001-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL011,R/610AUK3K,2151200109,NULL,NULL,2007-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Virology 1 PHL",Biomedical,NULL
P-PHL012,CHD,NULL,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL013,CHD,957354,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL014,CHD,6MO337,NULL,MOH,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL015,"RFT S8",222330,NULL,PHL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL016,308002,2381001986,NULL,PHL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL017,"T 340 150",6901699,NULL,PHL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL018,CX41RF,OM00283,NULL,WHO,2011-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL019,"Ika Werk",46489,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL020,CH/20,3D12355,NULL,NULL,2004-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL021,CH/20,3D12374,NULL,NULL,2004-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL022,CH/20,3D12401,NULL,NULL,2004-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL023,CH/20,3D12400,NULL,NULL,2004-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL024,S2/ST,J72312,NULL,NULL,2003-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL025,TMS,310600,NULL,NULL,2003-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL026,"Eclipse 6200",841746,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL027,"FlexScan SX2262W",30539041B,NULL,WHO,2011-01-01,2012-01-01,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL028,DP21/CB,0122500A4,NULL,WHO,2011-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL029,TM/A17OG,7904143,2004,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL030,"1040 series",98052218,1998,PHL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Parasitology 1 PHL",Biomedical,NULL
P-PHL031,"Microflow 2",20020820761,NULL,NULL,2003-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Washing and Sterilization 1 PHL",Biomedical,NULL
P-PHL032,NULL,DAS7300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Washing and Sterilization 1 PHL",Biomedical,NULL
P-PHL033,IBP,85,NULL,NULL,2011-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Washing and Sterilization 1 PHL",Biomedical,NULL
P-PHL034,NULL,252.2004V,NULL,NULL,2005-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Washing and Sterilization 1 PHL",Biomedical,NULL
P-PHL035,NULL,95.2004,NULL,NULL,2005-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Washing and Sterilization 1 PHL",Biomedical,NULL
P-PHL036,A74410,B030044,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Washing and Sterilization 1 PHL",Biomedical,NULL
P-PHL037,NULL,Z6478,2003,PHL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Washing and Sterilization 1 PHL",Biomedical,NULL
P-PHL038,000055C,75X,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Washing and Sterilization 1 PHL",Biomedical,NULL
P-PHL039,2204,10153909B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Washing and Sterilization 1 PHL",Biomedical,NULL
P-PHL040,"Ika Werk",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Washing and Sterilization 1 PHL",Biomedical,NULL
P-PHL041,"Automatic Mixer",B568301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Washing and Sterilization 1 PHL",Biomedical,NULL
P-PHL042,"MICROS 60CT",709CT84168,NULL,"Rotary Club",2009-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Washing and Sterilization 1 PHL",Biomedical,NULL
P-PHL043,GD100,HR0701002,NULL,NULL,2008-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Washing and Sterilization 1 PHL",Biomedical,NULL
P-PHL044,NULL,3812004,NULL,NULL,2005-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Washing and Sterilization 1 PHL",Biomedical,NULL
P-PHL045,"Feflotron Plus",5069851,NULL,"Rotary club",2009-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Washing and Sterilization 1 PHL",Biomedical,NULL
P-PHL046,"Autoclavi Spa",97/300781/FV,1997,NULL,2000-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Washing and Sterilization 1 PHL",Biomedical,NULL
P-PHL047,mrx,1CXD/5526,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL048,R/220UK1,2220200024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL049,NULL,NULL,NULL,PHL,2002-01-01,NULL,NULL,NULL,NULL,"PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL050,NULL,90108877,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL051,"U535 INNOVA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SLS Swiss Lab","PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL052,MCO/17AIC,20303009,NULL,PHL,2002-01-01,NULL,NULL,NULL,"SLS Swiss Lab","PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL053,"Bacter 9050",NB7192,NULL,IVO,2010-01-01,NULL,NULL,NULL,"BD ","PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL054,"Bacter 9050",NB6554,NULL,IVO,2008-01-01,NULL,NULL,NULL,"BD ","PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL055,"Jupiter 4",D05L19N6456,NULL,PHL,2007-01-01,NULL,NULL,NULL,"SLS Swiss Lab","PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
P-PHL056,1013,1029087,NULL,PHL,NULL,NULL,NULL,NULL,NULL,"PHL General Dept","Bacteriology 1 PHL",Biomedical,NULL
